Key,Title,Student,Organization,Mentors
ahBzfmdvb2dsZS1tZWxhbmdlckMLEgRVc2VyIgR1cnVrDAsSB1Byb2ZpbGUiFGdvb2dsZS9nc29jMjAxNC91cnVrDAsSB1Byb2plY3QYgICAgKChogoM,CGE2 Engine,uruk,ScummVM,"Strangerke, Paul Gilbert"
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxhYmluYXNocGFuZGEMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2FiaW5hc2hwYW5kYQwLEgdQcm9qZWN0GICAgICgkp8KDA,Large-Scale Multi-Label Classification,Abinash Panda,Shogun Machine Learning Toolbox,Thoralf
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghqaWFvbG9uZwwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvamlhb2xvbmcMCxIHUHJvamVjdBiAgICAoJKfCgw,large-scale structured prediction with approximate inference,Jiaolong,Shogun Machine Learning Toolbox,hushell
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxraGFsZWRuYXNyOTIMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2toYWxlZG5hc3I5MgwLEgdQcm9qZWN0GICAgIDAq4YKDA,Essential Deep Learning Modules,Khaled Nasr,Shogun Machine Learning Toolbox,"Sergey Lisitsyn, Theofanis Karaletsos"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZraXNsYXkMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2tpc2xheQwLEgdQcm9qZWN0GICAgICg55gKDA,OpenCV Integration and Computer Vision Applications,Abhijeet Kislay,Shogun Machine Learning Toolbox,pickle27
ahBzfmdvb2dsZS1tZWxhbmdlclkLEgRVc2VyIg9tYXp1bWRhcnBhcmlqYXQMCxIHUHJvZmlsZSIfZ29vZ2xlL2dzb2MyMDE0L21henVtZGFycGFyaWphdAwLEgdQcm9qZWN0GICAgICg55gKDA,Fundamental Machine Learning Algorithms,Parijat,Shogun Machine Learning Toolbox,Fernando Iglesias
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghzYXVyYWJoNwwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvc2F1cmFiaDcMCxIHUHJvamVjdBiAgICAwLWbCgw,Shogun Missionary & Shogun in Education,Saurabh Mahindre,Shogun Machine Learning Toolbox,Heiko
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtzb3VteWFqaXRkZQwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvc291bXlhaml0ZGUMCxIHUHJvamVjdBiAgICAwM6xCgw,Testing and Measuring Variable Interactions With Kernels,Soumyajit De,Shogun Machine Learning Toolbox,"Dino Sejdinovic, Heiko"
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIgl5b3JrZXJsaW4MCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L3lvcmtlcmxpbgwLEgdQcm9qZWN0GICAgICgkp8KDA,application to the idea of  Variational Learning for Recommendations ,yorkerlin,Shogun Machine Learning Toolbox,"Emtiyaz Khan, Heiko"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdsdWNpYV9jDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9sdWNpYV9jDAsSB1Byb2plY3QYgICAgIC5hAoM,Project Map sub-tab for HXL export in Sigmah,Lucia Madalina Cojocaru,Sigmah,Guerline
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghyZW5hdG9hZgwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvcmVuYXRvYWYMCxIHUHJvamVjdBiAgICAgLmECgw,Sigmah's flexibility improvement,Renato F,Sigmah,Tom Miette
ahBzfmdvb2dsZS1tZWxhbmdlckELEgRVc2VyIgNzcG0MCxIHUHJvZmlsZSITZ29vZ2xlL2dzb2MyMDE0L3NwbQwLEgdQcm9qZWN0GICAgIDAnIIKDA,Resumable and Robust File Uploads,SP Mohanty,Sigmah,osarrat
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZ0cmlwdW4MCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L3RyaXB1bgwLEgdQcm9qZWN0GICAgIDAq4YKDA,Adding fixed precision support and extending test suite for Ledger-CLI,Tripun Goel,"Software Freedom Conservancy, Inc.",Bradley M. Kuhn
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIgllcmlrdmFyZ2EMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2VyaWt2YXJnYQwLEgdQcm9qZWN0GICAgICAuYQKDA,Speeding up constant division in SBCL,Erik Krisztián Varga,Steel Bank Common Lisp,Christophe Rhodes
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghrcnp5c3owMAwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQva3J6eXN6MDAMCxIHUHJvamVjdBiAgICAwIidCgw,Improving Unicode support in SBCL,Krzysztof Drewniak,Steel Bank Common Lisp,Tom Emerson
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgd6dWJpbjcxDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC96dWJpbjcxDAsSB1Byb2plY3QYgICAgKCOgQoM,strace : Strace Security and Advanced and improved absolute paths decoding,Zubin Mithra,strace,"Philippe Ombredanne, Dmitry Levin"
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIgh6eW0wMDE3ZAwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvenltMDAxN2QMCxIHUHJvamVjdBiAgICAwOGKCgw,Refactor the output-related code to support structured output,zym,strace,"Philippe Ombredanne, Dmitry Levin"
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgthdHNpa2lyaWRpcwwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvYXRzaWtpcmlkaXMMCxIHUHJvamVjdBiAgICAwPqTCgw,Implementation of a Hadoop Abstraction Layer for Stratosphere Project,Artem Tsikiridis,Stratosphere Project,Fabian Hueske
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghmcmFua193dQwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvZnJhbmtfd3UMCxIHUHJvamVjdBiAgICAgNeMCgw,Proposal for building stream processing engine in Stratosphere project,Frank Wu,Stratosphere Project,Márton Balassi
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxnZWhhZGVscm9iZXkMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2dlaGFkZWxyb2JleQwLEgdQcm9qZWN0GICAgICgmZAKDA,Exporting HTML logbook,Gehad Elrobey,Subsurface,miika
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgpqb3Nod2FtYnVhDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9qb3Nod2FtYnVhDAsSB1Byb2plY3QYgICAgMDhigoM,Configuring Dive Computers Via Subsurface,Joseph Wambua Joshua,Subsurface,Thiago Macieira
ahBzfmdvb2dsZS1tZWxhbmdlclkLEgRVc2VyIg92ZW5rYXRlc2hzaHVrbGEMCxIHUHJvZmlsZSIfZ29vZ2xlL2dzb2MyMDE0L3ZlbmthdGVzaHNodWtsYQwLEgdQcm9qZWN0GICAgIDAnIIKDA,Divecomputer Downloader for Android,Venkatesh Shukla,Subsurface,Anton Lundin
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgd6aGRhbm92DAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC96aGRhbm92DAsSB1Byb2plY3QYgICAgMC1mwoM,iOS Subsurface Companion Application,Andrey Zhdanov,Subsurface,Dirk Hohndel
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghhbnViaGF2agwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvYW51YmhhdmoMCxIHUHJvamVjdBiAgICAgNeMCgw,Turtle Art 3D - a 3D extension for Turtle Blocks,Anubhav Jaiswal,Sugar Labs,"Tony Forster, Walter Bender"
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxjdXJpb3VzZ3V5MTMMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2N1cmlvdXNndXkxMwwLEgdQcm9qZWN0GICAgIDAq4YKDA,Port to Python 3,Kunal Arora,Sugar Labs,"Sameer Verma, Walter Bender"
ahBzfmdvb2dsZS1tZWxhbmdlckMLEgRVc2VyIgRncDk0DAsSB1Byb2ZpbGUiFGdvb2dsZS9nc29jMjAxNC9ncDk0DAsSB1Byb2plY3QYgICAgMCrhgoM,Activity Unit/UI Tests,Gaurav Parida,Sugar Labs,dnarvaez
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgpsaW9uYW5lZXNoDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9saW9uYW5lZXNoDAsSB1Byb2plY3QYgICAgMDflwoM,Enhancements to the Music Keyboard activity,Aneesh Dogra,Sugar Labs,Gonzalo Odiard
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZuYXpydWwMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L25henJ1bAwLEgdQcm9qZWN0GICAgICAuYQKDA,Bulletin Board,Nazrul Haque Athar,Sugar Labs,Walter Bender
ahBzfmdvb2dsZS1tZWxhbmdlclsLEgRVc2VyIhBwb3NpdGl2ZWRldmlhbmN5DAsSB1Byb2ZpbGUiIGdvb2dsZS9nc29jMjAxNC9wb3NpdGl2ZWRldmlhbmN5DAsSB1Byb2plY3QYgICAgIDXjAoM,Hack a Stuffed Animal,Jade Garrett,Sugar Labs,"Richo, Stephen Thomas"
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtwcmFzb29uMjIxMQwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvcHJhc29vbjIyMTEMCxIHUHJvamVjdBiAgICAwOmECgw,Social Help for Sugar,Prasoon Shukla,Sugar Labs,Paul Cotton
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtwdW5lZXRfa2F1cgwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvcHVuZWV0X2thdXIMCxIHUHJvamVjdBiAgICAwOGKCgw,Cordova Container for Sugar,Puneet Kaur,Sugar Labs,"Lionel Laské, Suraj K S"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZycGFycmEMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L3JwYXJyYQwLEgdQcm9qZWN0GICAgICAw5UKDA,Sugar Listens - Speech Recognition within the Sugar Learning Platform,Rodrigo Parra,Sugar Labs,tchx84
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZiY29vbHMMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2Jjb29scwwLEgdQcm9qZWN0GICAgIDA-pMKDA,Gameplay Improvements,Bart Cools,SuperTuxKart,hiker
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVlbGF0aAwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvZWxhdGgMCxIHUHJvamVjdBiAgICAgMOVCgw,SuperTuxKart - Track Editor,Csaba Molnár,SuperTuxKart,Lauri Kasanen / cand
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZsdXJrMjYMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2x1cmsyNgwLEgdQcm9qZWN0GICAgIDAnIIKDA,Gameplay and Physics Improvements,Nixt,SuperTuxKart,hiker
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtyZGFuaWVsOTNfMQwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvcmRhbmllbDkzXzEMCxIHUHJvamVjdBiAgICAgMOVCgw,Online User Administration,Daniel Butum,SuperTuxKart,Glenn De Jonghe
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgpzYWNoaXRoNTAwDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9zYWNoaXRoNTAwDAsSB1Byb2plY3QYgICAgJDHgAoM,Scripting Engine for SuperTuxKart,Sachith Seneviratne,SuperTuxKart,Auria
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghhYmhpbmVldAwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvYWJoaW5lZXQMCxIHUHJvamVjdBiAgICAgPKICgw,Language Filter for Diaspora,Abhineet Agarwal,Swathanthra Malayalam Computing,"Pirate Praveen, Ershad K"
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglsb25lc3dvcmQMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2xvbmVzd29yZAwLEgdQcm9qZWN0GICAgIDAiJ0KDA,Improving learning in varnam,Kevin Martin Jose,Swathanthra Malayalam Computing,"Navaneeth, Hrishikesh K B"
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1uYWxpbl94X2xpbnV4DAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9uYWxpbl94X2xpbnV4DAsSB1Byb2plY3QYgICAgOC5pwoM,Alt approach to input text using braille combinations,Nalin-x-Linux,Swathanthra Malayalam Computing,"Samuel Thibault, Anivar Aravind, അനിൽ"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZwc2JvdHMMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L3BzYm90cwwLEgdQcm9qZWN0GICAgIDAiJ0KDA,Implementing support for various regional language IMEs in Firefox OS.,Praveen Sridhar,Swathanthra Malayalam Computing,"Anivar Aravind, Santhosh Thottingal, Rudy Lu, Hrishikesh K B"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdzdWppdGh2DAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9zdWppdGh2DAsSB1Byb2plY3QYgICAgMCInQoM,Android SDK for Silpa,Sujith V,Swathanthra Malayalam Computing,"Jishnu Mohan, Ashik Salahudeen, Hrishikesh K B"
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglha3NoYXlhaDMMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2Frc2hheWFoMwwLEgdQcm9qZWN0GICAgICgmZAKDA,Improvements to the Geometry Module,Akshay Narasimha,SymPy,Stefan Krastanov
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxhdmljaGFsZGF5YWwMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2F2aWNoYWxkYXlhbAwLEgdQcm9qZWN0GICAgIDgrJQKDA,GSoC 2014 Application Avichal Dayal Series Expansion,Avichal Dayal,SymPy,"Stefan Krastanov, Sergey B Kirpichev"
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtoYXJzaF9ndXB0YQwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvaGFyc2hfZ3VwdGEMCxIHUHJvamVjdBiAgICAoOeYCgw,Improving equation solvers,Harsh Gupta,SymPy,"Matthew Rocklin, Sergey B Kirpichev"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZqY3Jpc3QMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2pjcmlzdAwLEgdQcm9qZWN0GICAgICg55gKDA,Linearization Routines for Equations of Motion,Jim Crist,SymPy,"oliver, Luke Peterson"
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVtcnN1ZAwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvbXJzdWQMCxIHUHJvamVjdBiAgICAoI6BCgw,Introducing Optics module,Sudhanshu Mishra,SymPy,"Ondřej Čertík, Sean Vig"
ahBzfmdvb2dsZS1tZWxhbmdlckELEgRVc2VyIgNzZGIMCxIHUHJvZmlsZSITZ29vZ2xlL2dzb2MyMDE0L3NkYgwLEgdQcm9qZWN0GICAgIDAq4YKDA,Implementation of Propositional and First Order Logic in SymPy,Soumya Dipta Biswas,SymPy,Aaron Meurer
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1zcmpvZ2xla2FyMjQ2DAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9zcmpvZ2xla2FyMjQ2DAsSB1Byb2plY3QYgICAgOCpvwoM,sympy.vector module,Sachin Joglekar,SymPy,Jason Moore
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghzdWt1bmRhbgwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvc3VrdW5kYW4MCxIHUHJvamVjdBiAgICAoJmQCgw,Implementation of system of ODEs and Improvement of ODEs solving Engine,Kundan,SymPy,"T.J. Lahey, Sean Vig"
ahBzfmdvb2dsZS1tZWxhbmdlclULEgRVc2VyIg1zdXNoYW50X2hpcmF5DAsSB1Byb2ZpbGUiHWdvb2dsZS9nc29jMjAxNC9zdXNoYW50X2hpcmF5DAsSB1Byb2plY3QYgICAgMC1mwoM,Extending Elementary Functions in CSymPy,Sushant Hiray,SymPy,Ondřej Čertík
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgt0aGlsaW5hcm10YgwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvdGhpbGluYXJtdGIMCxIHUHJvamVjdBiAgICAoMuqCgw,Linear Algebra Module for CSymPy,Thilina Rathnayake,SymPy,Ondřej Čertík
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgthbmFseXN0MTAwMQwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvYW5hbHlzdDEwMDEMCxIHUHJvamVjdBiAgICAgK6ZCgw,Soft Delete Support in SyncDiff,Lovepreet Singh,SyncDiff(erent),John 'Warthog9' Hawley
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIgljaG9iX3JvY2sMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2Nob2Jfcm9jawwLEgdQcm9qZWN0GICAgIDAl6QKDA,Automatic Detection and notification of file changes,Denis Boyun,SyncDiff(erent),John 'Warthog9' Hawley
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgphbmFfYmFsaWNhDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9hbmFfYmFsaWNhDAsSB1Byb2plY3QYgICAgKCakwoM,Systers Portal,Ana Balica,"Systers, an Anita Borg Institute Community","Systers, an Anita Borg Institute Community, Lynn Root"
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgpjaGltZGkyMDAwDAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9jaGltZGkyMDAwDAsSB1Byb2plY3QYgICAgOCwhQoM,Malaria Prevention Mobile App,Aneke Chimdindu,"Systers, an Anita Borg Institute Community","Ihudiya Finda Ogburu, chinmayisk , Kristin M."
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZjaGl0cmEMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2NoaXRyYQwLEgdQcm9qZWN0GICAgIDA35cKDA,Systers Portal,Chitra ,"Systers, an Anita Borg Institute Community","Systers, an Anita Borg Institute Community, Lynn Root"
ahBzfmdvb2dsZS1tZWxhbmdlclMLEgRVc2VyIgxpcmlzaF9tZWRpbmEMCxIHUHJvZmlsZSIcZ29vZ2xlL2dzb2MyMDE0L2lyaXNoX21lZGluYQwLEgdQcm9qZWN0GICAgICAw5UKDA,Volunteer Management System Proposal (by Irish Medina),Irish Medina,"Systers, an Anita Borg Institute Community","Sneha Priscilla, Suzanne Mello Stark, Stephen Turnbull"
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglqYXllc2hoeWQMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L2pheWVzaGh5ZAwLEgdQcm9qZWN0GICAgICA5JEJDA,Volunteer Management System,Jayesh Lahori,"Systers, an Anita Borg Institute Community","Sneha Priscilla, Suzanne Mello Stark, Stephen Turnbull"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdqZW5wYWZmDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9qZW5wYWZmDAsSB1Byb2plY3QYgICAgMDflwoM,Make Ushahidi usable for everyone,Jennifer Parak,"Systers, an Anita Borg Institute Community","Angela Oduor, Systers, an Anita Borg Institute Community, Amy B"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZqcHJvZnQMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2pwcm9mdAwLEgdQcm9qZWN0GICAgICQmqUKDA,Customizing Ushahidi for Peace Corps,Julia Proft,"Systers, an Anita Borg Institute Community","Systers, an Anita Borg Institute Community, Angela Oduor, Amy B"
ahBzfmdvb2dsZS1tZWxhbmdlck8LEgRVc2VyIgpwb29qYV8zMDA4DAsSB1Byb2ZpbGUiGmdvb2dsZS9nc29jMjAxNC9wb29qYV8zMDA4DAsSB1Byb2plY3QYgICAgMD6kwoM,RealTrack-Implementing Android Features and iOS Version,Pooja Bansal,"Systers, an Anita Borg Institute Community","Chiu-Ki Chan, Raj Rao, Nicki"
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtzYXVteWFndXJ0dQwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvc2F1bXlhZ3VydHUMCxIHUHJvamVjdBiAgICAoOeYCgw,Photo Language Translation,Saumya Gurtu,"Systers, an Anita Borg Institute Community","Ana Cutillas, Pamela O. Vickers, Freedom Games, Freedom Games, Sylvain Abélard"
ahBzfmdvb2dsZS1tZWxhbmdlclkLEgRVc2VyIg9zaGVsYWdoX21jZ293YW4MCxIHUHJvZmlsZSIfZ29vZ2xlL2dzb2MyMDE0L3NoZWxhZ2hfbWNnb3dhbgwLEgdQcm9qZWN0GICAgIDA4YoKDA,Shelagh McGowan's RealTrack Proposal,Shelagh McGowan,"Systers, an Anita Borg Institute Community","Tiffani Bell, Nicki"
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIglzaHJ1dGkxMjMMCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L3NocnV0aTEyMwwLEgdQcm9qZWN0GICAgICwybMKDA,Malaria Prevention Project,Shruti Gupta,"Systers, an Anita Borg Institute Community","mattmatt, Shanu, Ihudiya Finda Ogburu"
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtzaHdldGFtYmFyYQwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvc2h3ZXRhbWJhcmEMCxIHUHJvamVjdBiAgICAoMSOCQw,TESTING AUTOMATION,Shwetambara Srivastava,"Systers, an Anita Borg Institute Community",Wendy Knox Everette
ahBzfmdvb2dsZS1tZWxhbmdlclcLEgRVc2VyIg52YWliaGF2aWhkZXNhaQwLEgdQcm9maWxlIh5nb29nbGUvZ3NvYzIwMTQvdmFpYmhhdmloZGVzYWkMCxIHUHJvamVjdBiAgICAoJKfCgw,Malaria Prevention Project,Vaibhavi,"Systers, an Anita Borg Institute Community","Systers, an Anita Borg Institute Community"
ahBzfmdvb2dsZS1tZWxhbmdlcl0LEgRVc2VyIhFmcmFua2xpbmd1anVuY2hhbwwLEgdQcm9maWxlIiFnb29nbGUvZ3NvYzIwMTQvZnJhbmtsaW5ndWp1bmNoYW8MCxIHUHJvamVjdBiAgICAgPKICgw,application for TEAMMATES in Google Summer of Code,franklingu,TEAMMATES Project @ National University of Singapore,"Qiao Liang, Shawn Lee"
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVrYWkzMwwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQva2FpMzMMCxIHUHJvamVjdBiAgICAgPKICgw,TEAMMATES GSoC 2014 Proposal,XIE KAI,TEAMMATES Project @ National University of Singapore,"Arnold Koroa, Damith C. Rajapakse"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdsd2wxOTkxDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9sd2wxOTkxDAsSB1Byb2plY3QYgICAgICumQoM,TEAMMATES Project Proposal – Stats and Charts,Low WeiLin,TEAMMATES Project @ National University of Singapore,"Oo Theong Siang, Nimantha Baranasuriya"
ahBzfmdvb2dsZS1tZWxhbmdlck0LEgRVc2VyIgl0aHlhZ2VzaG0MCxIHUHJvZmlsZSIZZ29vZ2xlL2dzb2MyMDE0L3RoeWFnZXNobQwLEgdQcm9qZWN0GICAgICA8ogKDA,Optimized Student Profiles+,Thyagesh Manikandan,TEAMMATES Project @ National University of Singapore,"Hunar Khanna, James Djuhartono"
ahBzfmdvb2dsZS1tZWxhbmdlckULEgRVc2VyIgVhdHN1aQwLEgdQcm9maWxlIhVnb29nbGUvZ3NvYzIwMTQvYXRzdWkMCxIHUHJvamVjdBiAgICAwKuGCgw,Extend 2D Arrangements visualization and the Qt Graphics View framework,Alex Tsui,The CGAL Project ,Efi
ahBzfmdvb2dsZS1tZWxhbmdlclkLEgRVc2VyIg9hdXJlbGllbl92aWFsb24MCxIHUHJvZmlsZSIfZ29vZ2xlL2dzb2MyMDE0L2F1cmVsaWVuX3ZpYWxvbgwLEgdQcm9qZWN0GICAgICAuYQKDA,Support for Qt5,Aurélien Vialon,The CGAL Project ,"Guillaume Damiand, Laurent Rineau"
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZibGlucnkMCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L2JsaW5yeQwLEgdQcm9qZWN0GICAgICArpkKDA,Reduced Convolutions for CGAL's 2D Minkowski Sum package,Sebastian Morr,The CGAL Project ,Michael Hemmer
ahBzfmdvb2dsZS1tZWxhbmdlcksLEgRVc2VyIghpdm92aWdhbgwLEgdQcm9maWxlIhhnb29nbGUvZ3NvYzIwMTQvaXZvdmlnYW4MCxIHUHJvamVjdBiAgICAgMOVCgw,Finalization of the implementation of a 2D Reconstruction and Simplifica...,1v0,The CGAL Project ,"Clement Jamin, Pierre Alliez, Fernando"
ahBzfmdvb2dsZS1tZWxhbmdlclELEgRVc2VyIgtsb25neWluMDkwNAwLEgdQcm9maWxlIhtnb29nbGUvZ3NvYzIwMTQvbG9uZ3lpbjA5MDQMCxIHUHJvamVjdBiAgICAwPqTCgw,Enhance Visitiblity Package,Ning Xu,The CGAL Project ,Michael Hemmer
ahBzfmdvb2dsZS1tZWxhbmdlckcLEgRVc2VyIgZueW9yZW0MCxIHUHJvZmlsZSIWZ29vZ2xlL2dzb2MyMDE0L255b3JlbQwLEgdQcm9qZWN0GICAgICArpkKDA,Intersection of Half-Spaces and Computation of the VCM,MEYRON Jocelyn,The CGAL Project ,"Quentin Merigot, Sebastien Loriot"
ahBzfmdvb2dsZS1tZWxhbmdlckkLEgRVc2VyIgdza2lhenlrDAsSB1Byb2ZpbGUiF2dvb2dsZS9nc29jMjAxNC9za2lhenlrDAsSB1Byb2plY3QYgICAgIDyiAoM,Implementing a Shortest Path on Polyhedron Algorithm,Stephen Kiazyk,The CGAL Project ,"Éric Colin de Verdière, Sebastien Loriot"
